symbol,name,reportDate,fiscalDateEnding,estimate,currency
SSTK,Shutterstock Inc,2025-07-29,2025-06-30,0.6725,USD
SSUMF,SSUMF,2025-07-31,2025-06-30,127.82,JPY
SSUMY,SSUMY,2025-07-28,2025-06-30,0.7989,JPY
SSVFF,SSVFF,2025-08-21,2025-07-31,,CAD
SSVRF,SSVRF,2025-07-30,2025-05-31,,USD
SSYS,Stratasys Ltd,2025-08-06,2025-06-30,0.0275,USD
ST,Sensata Technologies Holding Plc,2025-07-28,2025-06-30,0.83,USD
STAA,Staar Surgical Company,2025-08-06,2025-06-30,-0.5607,USD
STAEF,STAEF,2025-07-31,2025-06-30,,USD
STAEY,STAEY,2025-07-31,2025-06-30,,JPY
STAG,STAG Industrial Inc,2025-07-28,2025-06-30,0.2477,USD
STBA,S & T Bancorp Inc,2025-07-24,2025-06-30,0.81,USD
STBBF,STBBF,2025-08-28,2025-06-30,,USD
STBEF,STBEF,2025-08-18,2025-06-30,,USD
STBFF,STBFF,2025-08-07,2025-06-30,80.66,USD
STBFY,STBFY,2025-08-06,2025-06-30,0.2696,USD
STBI,STBI,2025-07-17,2025-06-30,,USD
STBMF,STBMF,2025-08-21,2025-06-30,,USD
STC,Stewart Information Services Corp,2025-07-22,2025-06-30,1.28,USD
STCGF,STCGF,2025-08-07,2025-06-30,0.03,USD
STE,Steris Plc,2025-08-04,2025-06-30,2.26,USD
STEAF,STEAF,2025-08-04,2025-06-30,,USD
STECF,STECF,2025-08-19,2025-06-30,0.41,USD
STEL,Stellar Bancorp Inc,2025-07-25,2025-06-30,0.45,USD
STEM,Stem Inc - Class A,2025-08-06,2025-06-30,-0.1608,USD
STEP,StepStone Group Inc - Class A,2025-08-06,2025-06-30,0.4174,USD
STEW,SRH Total Return Fund Inc,2025-08-04,2025-05-31,,USD
STG,Sunlands Technology Group,2025-08-14,2025-06-30,,USD
STGDF,STGDF,2025-09-03,2025-06-30,,USD
STGPF,STGPF,2025-08-20,2025-06-30,,USD
STGW,Stagwell Inc - Class A,2025-07-31,2025-06-30,0.17,USD
STGXF,STGXF,2025-08-28,2025-06-30,,USD
STGYF,STGYF,2025-08-12,2025-06-30,0.27,CAD
STHFF,STHFF,2025-07-14,2025-04-30,,USD
STHO,Star Holdings,2025-08-05,2025-06-30,,USD
STHRF,STHRF,2025-08-14,2025-06-30,1.35,USD
STHZF,STHZF,2025-07-29,2025-06-30,,USD
STIM,Neuronetics Inc,2025-08-12,2025-06-30,-0.0812,USD
STJPF,STJPF,2025-07-31,2025-06-30,,USD
STKAF,STKAF,2025-08-20,2025-06-30,,USD
STKL,Sunopta Inc,2025-08-06,2025-06-30,0.025,USD
STKS,ONE Group Hospitality Inc,2025-08-12,2025-06-30,0.0475,USD
STKXF,STKXF,2025-08-28,2025-06-30,,USD
STLA,Stellantis N.V,2025-07-29,2025-06-30,0.44,USD
STLD,Steel Dynamics Inc,2025-07-15,2025-06-30,2.39,USD
STLFF,STLFF,2025-07-22,2025-06-30,0.3,SEK
STLJF,STLJF,2025-08-07,2025-06-30,1.8,USD
STLNF,STLNF,2025-08-29,2025-06-30,,USD
STLRF,STLRF,2025-08-13,2025-06-30,-0.02,USD
STM,ST Microelectronics,2025-07-24,2025-06-30,0.09,USD
STMEF,STMEF,2025-07-24,2025-06-30,0.07,USD
STMNF,STMNF,2025-08-07,2025-06-30,93.29,USD
STMRF,STMRF,2025-08-25,2025-06-30,,USD
STN,Stantec Inc,2025-08-06,2025-06-30,0.9786,USD
STNE,StoneCo Ltd - Class A,2025-08-12,2025-06-30,1.98,BRL
STNG,Scorpio Tankers Inc,2025-07-30,2025-06-30,1.18,USD
STNRF,STNRF,2025-08-21,2025-06-30,,USD
STOHF,STOHF,2025-07-23,2025-06-30,0.66,USD
STOK,Stoke Therapeutics Inc,2025-08-11,2025-06-30,-0.47,USD
STOSF,STOSF,2025-08-20,2025-06-30,,USD
STPDF,STPDF,2025-07-24,2025-06-30,,USD
STPGF,STPGF,2025-08-14,2025-06-30,,USD
STRA,Strategic Education Inc,2025-07-30,2025-06-30,1.44,USD
STRF,STRF,2025-07-30,2025-06-30,,USD
STRFF,STRFF,2025-08-20,2025-06-30,,USD
STRK,STRK,2025-07-30,2025-06-30,,USD
STRL,Sterling Infrastructure Inc,2025-08-11,2025-06-30,2.23,USD
STRO,Sutro Biopharma Inc,2025-08-07,2025-06-30,-0.4224,USD
STRRF,STRRF,2025-08-29,2025-06-30,,USD
STRT,Strattec Security Corp,2025-08-07,2025-06-30,0.91,USD
STRW,Strawberry Fields Reit Inc,2025-08-19,2025-06-30,0.085,USD
STRYF,STRYF,2025-07-29,2025-06-30,0.85,USD
STRZ,Starz Entertainment Corp,2025-08-06,2025-06-30,,USD
STSBF,STSBF,2025-08-28,2025-06-30,,USD
STT,State Street Corp,2025-07-15,2025-06-30,2.35,USD
STT-PG,STT-PG,2025-07-15,2025-06-30,,USD
STTDF,STTDF,2025-08-22,2025-07-31,,USD
STTFF,STTFF,2025-09-01,2025-06-30,,USD
STTK,Shattuck Labs Inc,2025-08-07,2025-06-30,-0.2712,USD
STTO,STTO,2025-09-05,2025-06-30,0,USD
STVN,Stevanato Group Spa,2025-08-14,2025-06-30,0.104,USD
STWD,Starwood Property Trust Inc,2025-07-31,2025-06-30,0.3838,USD
STX,Seagate Technology Holdings Plc,2025-07-22,2025-06-30,2.41,USD
STXPF,STXPF,2025-07-29,2025-05-31,,CAD
STXS,Stereotaxis Inc,2025-08-07,2025-06-30,-0.0725,USD
STZ,Constellation Brands Inc - Class A,2025-10-01,2025-08-31,4.09,USD
SU,Suncor Energy Inc,2025-07-23,2025-06-30,0.5336,USD
SUBCY,SUBCY,2025-07-31,2025-06-30,0.3656,USD
SUCEF,SUCEF,2025-08-05,2025-06-30,,USD
SUEZF,SUEZF,2025-10-09,2025-08-31,,USD
SUGBY,SUGBY,2025-08-06,2025-06-30,1.71,USD
SUHJF,SUHJF,2025-09-04,2025-06-30,,USD
SUHJY,SUHJY,2025-09-04,2025-06-30,,USD
SUI,Sun Communities Inc,2025-07-23,2025-06-30,0.835,USD
SULZF,SULZF,2025-07-24,2025-06-30,,USD
SUMCF,SUMCF,2025-08-07,2025-06-30,-2.01,USD
SUMXF,SUMXF,2025-08-07,2025-06-30,0.15,USD
SUN,Sunoco LP,2025-08-06,2025-06-30,1.23,USD
SUNFF,SUNFF,2025-08-07,2025-06-30,,USD
SUNPF,SUNPF,2025-08-28,2025-06-30,,USD
SUNS,SLR Senior Investment Corp,2025-08-07,2025-06-30,0,USD
SUOPY,SUOPY,2025-08-05,2025-06-30,,USD
SUP,SUP,2025-07-31,2025-06-30,0.11,USD
SUPCF,SUPCF,2025-08-11,2025-06-30,,USD
SUPN,Supernus Pharmaceuticals Inc,2025-07-31,2025-06-30,0.4767,USD
SUPV,Grupo Supervielle S.A.,2025-08-13,2025-06-30,0.2747,USD
SURDF,SURDF,2025-08-07,2025-06-30,113.29,USD
SURG,Surgepays Inc,2025-08-20,2025-06-30,-0.18,USD
SURVF,SURVF,2025-07-24,2025-06-30,,USD
SURYY,SURYY,2025-08-06,2025-06-30,,USD
SUSRF,SUSRF,2025-08-21,2025-06-30,0.72,USD
SUTNY,SUTNY,2025-07-28,2025-06-30,,JPY
SUUIF,SUUIF,2025-08-12,2025-06-30,-0.13,USD
SUUN,SUUN,2025-09-29,2025-06-30,-0.02,USD
SUVPF,SUVPF,2025-07-22,2025-06-30,,USD
SUZ,Suzano S.A.,2025-08-06,2025-06-30,0.1702,USD
SUZRY,SUZRY,2025-07-26,2025-06-30,,USD
SVA,Sinovac Biotech Ltd,2025-07-14,2025-06-30,,USD
SVAUF,SVAUF,2025-07-23,2025-06-30,,USD
SVBL,SVBL,2025-09-11,2025-07-31,,USD
SVC,Service Properties Trust,2025-08-05,2025-06-30,-0.195,USD
SVCBF,SVCBF,2025-07-25,2025-06-30,1.41,USD
SVCO,Silvaco Group Inc,2025-08-06,2025-06-30,0.12,USD
SVCTF,SVCTF,2025-08-05,2025-06-30,,USD
SVIN,SVIN,2025-07-22,2025-05-31,,USD
SVKEF,SVKEF,2025-07-16,2025-06-30,3.79,SEK
SVLPF,SVLPF,2025-08-14,2025-06-30,,USD
SVM,Silvercorp Metals Inc,2025-08-11,2025-06-30,0.0981,USD
SVMLF,SVMLF,2025-09-16,2025-06-30,,USD
SVNBY,SVNBY,2025-08-07,2025-06-30,,USD
SVNDF,SVNDF,2025-10-09,2025-08-31,31.34,USD
SVNDY,SVNDY,2025-10-09,2025-08-31,0.1519,USD
SVNLF,SVNLF,2025-07-16,2025-06-30,2.98,SEK
SVNLY,SVNLY,2025-07-16,2025-06-30,0.1557,SEK
SVNWF,SVNWF,2025-08-12,2025-06-30,,USD
SVRA,Savara Inc,2025-08-07,2025-06-30,-0.1225,USD
SVROF,SVROF,2025-07-25,2025-06-30,,USD
SVTMF,SVTMF,2025-08-13,2025-06-30,,USD
SVTNF,SVTNF,2025-08-28,2025-06-30,,USD
SVV,Savers Value Village Inc,2025-08-07,2025-06-30,0.24,USD
SVYSF,SVYSF,2025-07-30,2025-06-30,0.82,USD
SW,Smurfit WestRock plc,2025-07-30,2025-06-30,0.59,USD
SWAG,Stran & Company Inc,2025-09-03,2025-06-30,0,USD
SWBI,Smith & Wesson Brands Inc,2025-09-03,2025-07-31,-0.12,USD
SWDBF,SWDBF,2025-07-17,2025-06-30,6.3,SEK
SWDBY,SWDBY,2025-07-17,2025-06-30,0.6681,SEK
SWDCF,SWDCF,2025-07-23,2025-06-30,,USD
SWGAF,SWGAF,2025-07-31,2025-06-30,,USD
SWGAY,SWGAY,2025-07-31,2025-06-30,,USD
SWGNF,SWGNF,2025-07-31,2025-06-30,,USD
SWI,SWI,2025-07-30,2025-06-30,,USD
SWIM,Latham Group Inc,2025-08-05,2025-06-30,0.1286,USD
SWIN,Solowin Holdings,2025-07-24,2025-06-30,,USD
SWISF,SWISF,2025-08-20,2025-06-30,0,USD
SWK,Stanley Black & Decker Inc,2025-07-29,2025-06-30,0.43,USD
SWKH,Swk Holdings Corp,2025-08-13,2025-06-30,0.2429,USD
SWKS,Skyworks Solutions Inc,2025-07-30,2025-06-30,1.24,USD
SWLFF,SWLFF,2025-08-28,2025-06-30,,USD
SWNLF,SWNLF,2025-08-28,2025-06-30,,USD
SWOBY,SWOBY,2025-07-16,2025-06-30,,SEK
SWONF,SWONF,2025-08-21,2025-06-30,,USD
SWPFF,SWPFF,2025-08-07,2025-06-30,,USD
SWPRF,SWPRF,2025-08-21,2025-06-30,,USD
SWQGF,SWQGF,2025-08-14,2025-06-30,,USD
SWRAF,SWRAF,2025-08-07,2025-06-30,,USD
SWRAY,SWRAY,2025-08-06,2025-06-30,,USD
SWRBF,SWRBF,2025-08-07,2025-06-30,,USD
SWRBY,SWRBY,2025-08-06,2025-06-30,,USD
SWRHF,SWRHF,2025-08-05,2025-06-30,,USD
SWSDF,SWSDF,2025-09-03,2025-06-30,,USD
SWSSF,SWSSF,2025-08-06,2025-06-30,0.01,USD
SWTX,SpringWorks Therapeutics Inc,2025-07-30,2025-06-30,-0.7441,USD
SWX,Southwest Gas Holdings Inc,2025-08-12,2025-06-30,0.3899,USD
SWYBY,SWYBY,2025-07-30,2025-06-30,,USD
SWZCF,SWZCF,2025-08-07,2025-06-30,7.99,CHF
SWZNF,SWZNF,2025-07-29,2025-06-30,,CHF
SXC,SunCoke Energy Inc,2025-07-30,2025-06-30,0.15,USD
SXI,Standex International Corp,2025-07-30,2025-06-30,2.18,USD
SXT,Sensient Technologies Corp,2025-07-24,2025-06-30,0.88,USD
SXTP,60 Degrees Pharmaceuticals Inc,2025-08-13,2025-06-30,-0.1,USD
SXYAY,SXYAY,2025-07-29,2025-06-30,0,USD
SY,So-Young International Inc,2025-08-20,2025-06-30,-0.1812,USD
SYAAF,SYAAF,2025-09-08,2025-06-30,,USD
SYAXF,SYAXF,2025-07-22,2025-06-30,,USD
SYBT,Stock Yards Bancorp Inc,2025-07-23,2025-06-30,1.05,USD
SYF,Synchrony Financial,2025-07-22,2025-06-30,1.75,USD
SYF-PA,SYF-PA,2025-07-15,2025-06-30,,USD
SYF-PB,SYF-PB,2025-07-15,2025-06-30,,USD
SYHBF,SYHBF,2025-07-14,2025-06-30,,USD
SYHMY,SYHMY,2025-08-08,2025-06-30,,USD
SYIEF,SYIEF,2025-07-30,2025-06-30,,USD
SYIEY,SYIEY,2025-07-30,2025-06-30,0,USD
SYK,Stryker Corp,2025-07-31,2025-06-30,3.07,USD
SYKKF,SYKKF,2025-08-07,2025-06-30,,USD
SYM,Symbotic Inc - Class A,2025-08-04,2025-06-30,0.0487,USD
SYMQY,SYMQY,2025-07-30,2025-06-30,,USD
SYNA,Synaptics Inc,2025-08-07,2025-06-30,1,USD
SYNNF,SYNNF,2025-09-25,2025-06-30,,USD
SYNX,Silynxcom Ltd,2025-10-01,2025-09-30,,USD
SYPLF,SYPLF,2025-07-28,2025-06-30,,JPY
SYPR,Sypris Solutions Inc,2025-08-19,2025-06-30,0,USD
SYRA,Syra Health Corp - Class A,2025-08-07,2025-06-30,0,USD
SYRE,Spyre Therapeutics Inc,2025-07-31,2025-06-30,-0.7538,USD
SYRS,SYRS,2025-07-29,2025-06-30,-0.2374,USD
SYRVF,SYRVF,2025-07-30,2025-06-30,,USD
SYY,Sysco Corp,2025-07-28,2025-06-30,1.39,USD
SYYYF,SYYYF,2025-08-05,2025-06-30,,USD
SYZLF,SYZLF,2025-08-07,2025-06-30,0.08,USD
SZCRF,SZCRF,2025-07-31,2025-06-30,1.15,EUR
SZGPF,SZGPF,2025-08-11,2025-06-30,-0.16,USD
SZHFF,SZHFF,2025-07-27,2025-06-30,,USD
SZHIF,SZHIF,2025-08-28,2025-06-30,,USD
SZIHF,SZIHF,2025-08-28,2025-06-30,,USD
SZKMF,SZKMF,2025-08-05,2025-06-30,55.06,JPY
SZKMY,SZKMY,2025-08-05,2025-06-30,,JPY
SZLMY,SZLMY,2025-09-03,2025-06-30,,USD
SZLSF,SZLSF,2025-07-14,2025-06-30,,USD
T,AT&T Inc,2025-07-23,2025-06-30,0.53,USD
T-PA,T-PA,2025-07-23,2025-06-30,,USD
T-PC,T-PC,2025-07-23,2025-06-30,,USD
TABCF,TABCF,2025-08-27,2025-06-30,,USD
TAC,Transalta Corp,2025-08-01,2025-06-30,0.0578,USD
TACT,Transact Technologies Inc,2025-08-06,2025-06-30,-0.065,USD
TAGOF,TAGOF,2025-08-12,2025-06-30,,USD
TAJIF,TAJIF,2025-08-27,2025-07-31,,USD
TAK,Takeda Pharmaceutical Company,2025-07-30,2025-06-30,0.2006,JPY
TAKMF,TAKMF,2025-08-05,2025-06-30,,USD
TAKOF,TAKOF,2025-09-02,2025-06-30,,USD
TAL,TAL Education Group,2025-07-30,2025-05-31,0.02,USD
TALK,Talkspace Inc,2025-08-11,2025-06-30,0.0051,USD
TALO,Talos Energy Inc,2025-08-06,2025-06-30,-0.2855,USD
TAOFF,TAOFF,2025-09-25,2025-06-30,,USD
TAOIF,TAOIF,2025-08-28,2025-06-30,-0.01,USD
TAP,Molson Coors Beverage Company - Class B,2025-08-05,2025-06-30,1.87,USD
TAP-A,Molson Coors Beverage Company - Class A,2025-08-04,2025-06-30,1.87,USD
TARA,Protara Therapeutics Inc,2025-08-11,2025-06-30,-0.405,USD
TARS,Tarsus Pharmaceuticals Inc,2025-08-07,2025-06-30,-0.3886,USD
TARSF,TARSF,2025-08-11,2025-06-30,,USD
TASEF,TASEF,2025-07-23,2025-06-30,,USD
TASK,TaskUs Inc Class A,2025-08-06,2025-06-30,0.3357,USD
TATLY,TATLY,2025-07-29,2025-06-30,,INR
TATT,TAT Technologies Ltd,2025-09-02,2025-06-30,0.29,USD
TATYY,TATYY,2025-09-03,2025-06-30,0,USD
TAVHF,TAVHF,2025-07-29,2025-06-30,,USD
TAYD,Taylor Devices Inc,2025-08-22,2025-05-31,0,USD
TAYD,Taylor Devices Inc,2025-09-25,2025-08-31,,USD
TBABF,TBABF,2025-07-17,2025-06-30,4.45,SEK
TBB,AT&T Inc,2025-07-23,2025-06-30,,USD
TBBB,BBB Foods Inc - Class A,2025-08-20,2025-06-30,0.09,USD
TBBK,Bancorp Inc (The),2025-07-31,2025-06-30,1.27,USD
TBCCF,TBCCF,2025-08-08,2025-06-30,,USD
TBCH,Turtle Beach Corp,2025-08-07,2025-06-30,-0.21,USD
TBCRF,TBCRF,2025-07-30,2025-06-30,0.17,CAD
TBI,TrueBlue Inc,2025-07-28,2025-06-30,-0.0975,USD
TBIIF,TBIIF,2025-08-28,2025-06-30,,SEK
TBIXF,TBIXF,2025-08-26,2025-06-30,,USD
TBLA,Taboola.com Ltd,2025-08-06,2025-06-30,-0.0083,USD
TBLLF,TBLLF,2025-07-14,2025-04-30,,CAD
TBMIF,TBMIF,2025-08-28,2025-06-30,,USD
TBNK,TBNK,2025-07-24,2025-06-30,,USD
TBPH,Theravance Biopharma Inc,2025-08-04,2025-06-30,0.6731,USD
TBRG,Computer Programs & Systems Inc,2025-08-06,2025-06-30,0.2974,USD
TBURF,TBURF,2025-08-05,2025-06-30,,USD
TBXXF,TBXXF,2025-08-22,2025-06-30,0.09,USD
TCAPF,TCAPF,2025-08-06,2025-06-30,,USD
TCBI,Texas Capital Bancshares Inc,2025-07-17,2025-06-30,1.28,USD
TCBIO,Texas Capital Bancshares Inc,2025-07-16,2025-06-30,,USD
TCBK,Trico Bancshares,2025-07-23,2025-06-30,0.8183,USD
TCBX,Third Coast Bancshares Inc,2025-07-22,2025-06-30,0.7633,USD
TCCHF,TCCHF,2025-07-31,2025-06-30,,USD
TCCPY,TCCPY,2025-08-06,2025-06-30,,USD
TCEHY,TCEHY,2025-08-13,2025-06-30,0.9133,USD
TCGGY,TCGGY,2025-08-12,2025-06-30,,USD
TCHBF,TCHBF,2025-08-12,2025-06-30,,USD
TCKRF,TCKRF,2025-07-22,2025-06-30,,USD
TCLAF,TCLAF,2025-09-04,2025-07-31,0.69,USD
TCLCF,TCLCF,2025-09-04,2025-07-31,,USD
TCMD,Tactile Systems Technology Inc,2025-08-04,2025-06-30,0.17,USD
TCMFF,TCMFF,2025-08-12,2025-06-30,-10.69,USD
TCNNF,TCNNF,2025-08-06,2025-06-30,-0.0655,USD
TCOM,Trip.com Group Ltd,2025-09-18,2025-06-30,6.09,USD
TCPC,BlackRock TCP Capital Corp,2025-07-30,2025-06-30,0.328,USD
TCPFF,TCPFF,2025-07-31,2025-06-30,,USD
TCRX,Tscan Therapeutics Inc,2025-08-13,2025-06-30,-0.3271,USD
TCS,TCS,2025-08-04,2025-06-30,,USD
TCTZF,TCTZF,2025-08-13,2025-06-30,6.55,USD
TCX,Tucows Inc - Class A,2025-08-07,2025-06-30,,USD
TCYSF,TCYSF,2025-09-04,2025-07-31,,USD
TD,Toronto Dominion Bank,2025-08-28,2025-07-31,2.02,USD
TDBCP,TDBCP,2025-08-28,2025-07-31,,USD
TDBKF,TDBKF,2025-08-28,2025-07-31,,USD
TDBOF,TDBOF,2025-07-31,2025-06-30,57.27,JPY
TDBOY,TDBOY,2025-07-29,2025-06-30,,JPY
TDC,Teradata Corp,2025-08-04,2025-06-30,0.4,USD
TDCB,TDCB,2025-07-24,2025-06-30,0,USD
TDG,Transdigm Group Incorporated,2025-08-12,2025-06-30,9.82,USD
TDHOF,TDHOF,2025-08-07,2025-06-30,,USD
TDHOY,TDHOY,2025-08-07,2025-06-30,,JPY
TDMMF,TDMMF,2025-08-26,2025-06-30,,USD
TDNOF,TDNOF,2025-08-08,2025-06-30,,JPY
TDOC,Teladoc Health Inc,2025-07-29,2025-06-30,-0.2632,USD
TDRRF,TDRRF,2025-07-14,2025-06-30,,USD
TDS,Telephone And Data Systems Inc,2025-07-31,2025-06-30,0.0053,USD
TDS-PU,TDS-PU,2025-07-31,2025-06-30,,USD
TDS-PV,TDS-PV,2025-07-31,2025-06-30,,USD
TDUP,ThredUp Inc - Class A,2025-08-04,2025-06-30,-0.0548,USD
TDVXF,TDVXF,2025-07-18,2025-06-30,,USD
TDW,Tidewater Inc - New,2025-08-11,2025-06-30,0.5208,USD
TDWRF,TDWRF,2025-08-14,2025-06-30,0.16,USD
TDY,Teledyne Technologies Inc,2025-07-23,2025-06-30,5.05,USD
TEAD,Outbrain Inc,2025-08-07,2025-06-30,-0.0107,USD
TEAM,Atlassian Corporation - Class A,2025-08-07,2025-06-30,0.85,USD
TECH,Bio-Techne Corp,2025-08-12,2025-06-30,0.5004,USD
TECK,Teck Resources Ltd - Class B - Class B (Sub Voting),2025-07-22,2025-06-30,0.314,CAD
TECX,AvroBio Inc,2025-08-14,2025-06-30,-1.32,USD
TEF,Telefonica S.A,2025-07-30,2025-06-30,0.1004,USD
TEFOF,TEFOF,2025-07-30,2025-06-30,0.09,USD
TEKCF,TEKCF,2025-09-23,2025-08-31,,USD
TEL,TE Connectivity plc,2025-07-21,2025-06-30,2.06,USD
TELA,TELA Bio Inc,2025-08-06,2025-06-30,-0.176,USD
TELHF,TELHF,2025-07-14,2025-06-30,,USD
TELNF,TELNF,2025-07-18,2025-06-30,1.96,USD
TELNY,TELNY,2025-07-18,2025-06-30,0.1939,NOK
TELO,Telomir Pharmaceuticals Inc,2025-08-11,2025-06-30,-0.05,USD
TEM,Tempus AI Inc - Class A,2025-08-12,2025-06-30,0,USD
TEMPF,TEMPF,2025-08-06,2025-06-30,,USD
TEN,Tsakos Energy Navigation Ltd,2025-09-10,2025-06-30,0.715,USD
TEN-PE,TEN-PE,2025-09-08,2025-06-30,,USD
TENB,Tenable Holdings Inc,2025-07-29,2025-06-30,0.303,USD
TEO,Telecom Argentina S.A.,2025-08-13,2025-06-30,-0.074,USD
TEPCF,TEPCF,2025-07-31,2025-06-30,57,JPY
TEPCY,TEPCY,2025-07-29,2025-06-30,,JPY
TER,Teradyne Inc,2025-07-28,2025-06-30,0.54,USD
TERN,Terns Pharmaceuticals Inc,2025-08-11,2025-06-30,-0.294,USD
TERRF,TERRF,2025-07-29,2025-06-30,0.14,USD
TETHF,TETHF,2025-08-28,2025-06-30,,USD
TETOD,TETOD,2025-08-27,2025-06-30,,USD
TETOF,TETOF,2025-08-26,2025-06-30,,USD
TEUTF,TEUTF,2025-08-27,2025-06-30,,USD
TEVA,Teva- Pharmaceutical Industries Ltd,2025-07-30,2025-06-30,0.634,USD
TEVJF,TEVJF,2025-07-30,2025-06-30,,USD
TEX,Terex Corp,2025-07-28,2025-06-30,1.52,USD
TFC,Truist Financial Corporation,2025-07-18,2025-06-30,0.9278,USD
TFC-PI,TFC-PI,2025-07-18,2025-06-30,,USD
TFC-PO,TFC-PO,2025-07-18,2025-06-30,,USD
TFC-PR,TFC-PR,2025-07-18,2025-06-30,,USD
TFFP,TFFP,2025-08-12,2025-06-30,,USD
TFII,TFI International Inc,2025-07-23,2025-06-30,1.24,USD
TFIN,Triumph Financial Inc,2025-07-15,2025-06-30,0.0904,USD
TFINP,Triumph Financial Inc,2025-07-15,2025-06-30,,USD
TFPM,Triple Flag Precious Metals Corp,2025-08-06,2025-06-30,0.2041,USD
TFSL,TFS Financial Corporation,2025-07-28,2025-06-30,0.07,USD
TFSVF,TFSVF,2025-08-28,2025-06-30,,USD
TFX,Teleflex Incorporated,2025-07-30,2025-06-30,3.36,USD
TGAFF,TGAFF,2025-08-14,2025-06-30,,USD
TGASF,TGASF,2025-08-13,2025-06-30,,USD
TGB,Taseko Mines Ltd,2025-07-30,2025-06-30,-0.0034,USD
TGBMF,TGBMF,2025-08-13,2025-06-30,0.26,USD
TGEN,TGEN,2025-08-07,2025-06-30,0,USD
TGHLF,TGHLF,2025-08-19,2025-06-30,0.02,USD
TGI,Triumph Group Inc,2025-08-05,2025-06-30,0.1,USD
TGLS,Tecnoglass Inc,2025-08-07,2025-06-30,0.974,USD
TGLTY,TGLTY,2025-08-11,2025-06-30,,ARS
TGMGF,TGMGF,2025-07-29,2025-06-30,,USD
TGMPF,TGMPF,2025-08-05,2025-06-30,-0.01,USD
TGNA,TEGNA Inc,2025-08-07,2025-06-30,0.3617,USD
TGOLF,TGOLF,2025-08-06,2025-07-31,,USD
TGOPY,TGOPY,2025-07-17,2025-06-30,0,USD
TGOSY,TGOSY,2025-07-29,2025-06-30,,JPY
TGRNF,TGRNF,2025-08-28,2025-06-30,,USD
TGS,Transportadora de Gas del Sur,2025-08-11,2025-06-30,0.37,USD
TGSGY,TGSGY,2025-07-16,2025-06-30,,USD
TGSNF,TGSNF,2025-07-17,2025-06-30,0.17,USD
TGT,Target Corp,2025-08-19,2025-07-31,2.01,USD
TGTMF,TGTMF,2025-08-28,2025-06-30,,USD
TGTX,TG Therapeutics Inc,2025-08-05,2025-06-30,0.192,USD
TH,Target Hospitality Corp - Class A,2025-08-06,2025-06-30,-0.1067,USD
THBRF,THBRF,2025-10-08,2025-09-30,0.06,USD
THC,Tenet Healthcare Corp,2025-07-22,2025-06-30,2.66,USD
THCH,TH International Ltd,2025-08-28,2025-06-30,,USD
THCT,THCT,2025-09-02,2025-07-31,,USD
THDDY,THDDY,2025-07-31,2025-06-30,,JPY
THFF,First Financial Corp - Indiana,2025-07-21,2025-06-30,1.41,USD
THFRF,THFRF,2025-08-04,2025-06-30,,USD
THFWF,THFWF,2025-10-01,2025-09-30,,USD
THG,Hanover Insurance Group Inc,2025-07-30,2025-06-30,3.08,USD
THGHY,THGHY,2025-09-15,2025-06-30,,USD
THGPF,THGPF,2025-09-16,2025-06-30,,USD
THKLF,THKLF,2025-08-07,2025-06-30,40.39,USD
THKLY,THKLY,2025-08-05,2025-06-30,,USD
THLEF,THLEF,2025-07-23,2025-06-30,,USD
THLLY,THLLY,2025-07-23,2025-06-30,,USD
THLPF,THLPF,2025-07-15,2025-06-30,4.7,SEK
THM,International Tower Hill Mines Ltd,2025-08-01,2025-06-30,0,USD
THMG,THMG,2025-08-15,2025-06-30,,USD
THNCF,THNCF,2025-08-06,2025-06-30,0.01,USD
THNPF,THNPF,2025-07-31,2025-06-30,0.6,USD
THNPY,THNPY,2025-07-31,2025-06-30,0.6733,USD
THO,Thor Industries Inc,2025-09-30,2025-07-31,1.28,USD
THQQF,THQQF,2025-08-14,2025-06-30,0.99,SEK
THR,Thermon Group Holdings Inc,2025-08-05,2025-06-30,0.3681,USD
THRD,Third Harmonic Bio Inc,2025-08-07,2025-06-30,-0.23,USD
THRM,Gentherm Inc - Class A,2025-07-29,2025-06-30,0.572,USD
THRY,Thryv Holdings Inc,2025-07-31,2025-06-30,0.2733,USD
THS,Treehouse Foods Inc,2025-08-04,2025-06-30,0.11,USD
THSGF,THSGF,2025-07-30,2025-05-31,-0.01,CAD
THUPY,THUPY,2025-07-15,2025-06-30,,USD
THVB,THVB,2025-07-23,2025-06-30,,USD
THXPF,THXPF,2025-08-21,2025-06-30,,USD
THYCF,THYCF,2025-08-07,2025-06-30,,JPY
THYCY,THYCY,2025-08-06,2025-06-30,,JPY
THYKF,THYKF,2025-08-13,2025-06-30,0.01,USD
TIAOF,TIAOF,2025-08-05,2025-06-30,,USD
TIGCF,TIGCF,2025-08-22,2025-06-30,,USD
TIGO,Millicom International Cellular S.A.,2025-08-07,2025-06-30,0.5439,USD
TIGR,UP Fintech Holding Ltd,2025-08-29,2025-06-30,0.11,USD
TIGXF,TIGXF,2025-09-01,2025-06-30,,USD
TIIAY,TIIAY,2025-08-05,2025-06-30,,USD
TIKK,TIKK,2025-08-12,2025-06-30,,USD
TILCF,TILCF,2025-08-21,2025-06-30,,USD
TILE,Interface Inc,2025-07-31,2025-06-30,0.47,USD
TIMB,TIM SA,2025-07-30,2025-06-30,0.349,USD
TIMCF,TIMCF,2025-08-14,2025-06-30,,USD
