symbol,name,reportDate,fiscalDateEnding,estimate,currency
KGC,Kinross Gold Corp,2025-07-30,2025-06-30,0.2814,USD
KGDEF,KGDEF,2025-08-14,2025-06-30,,USD
KGDEY,KGDEY,2025-08-13,2025-06-30,,USD
KGEI,Kolibri Global Energy Inc,2025-08-13,2025-06-30,0.125,USD
KGFHF,KGFHF,2025-09-23,2025-07-31,,USD
KGFHY,KGFHY,2025-09-23,2025-07-31,0,USD
KGFMF,KGFMF,2025-08-28,2025-06-30,,USD
KGGNF,KGGNF,2025-08-24,2025-06-30,,USD
KGHPF,KGHPF,2025-08-19,2025-06-30,4.19,USD
KGHZF,KGHZF,2025-07-14,2025-06-30,,USD
KGLDF,KGLDF,2025-08-29,2025-06-30,,USD
KGLLF,KGLLF,2025-07-29,2025-06-30,,USD
KGMEF,KGMEF,2025-07-31,2025-06-30,48.62,JPY
KGS,Kodiak Gas Services Inc,2025-08-06,2025-06-30,0.4,USD
KGSPF,KGSPF,2025-08-08,2025-06-30,,USD
KGSPY,KGSPY,2025-08-08,2025-06-30,,USD
KGSSF,KGSSF,2025-08-26,2025-06-30,,USD
KGTFF,KGTFF,2025-07-17,2025-06-30,,USD
KGTFY,KGTFY,2025-07-17,2025-06-30,,USD
KGTHY,KGTHY,2025-07-17,2025-06-30,,USD
KHC,Kraft Heinz Company,2025-07-29,2025-06-30,0.636,USD
KHDHF,KHDHF,2025-08-14,2025-06-30,,USD
KHNGF,KHNGF,2025-07-24,2025-06-30,2.16,CHF
KHNGY,KHNGY,2025-07-21,2025-06-30,,USD
KHNRF,KHNRF,2025-08-07,2025-06-30,,USD
KHOLY,KHOLY,2025-08-14,2025-06-30,0,USD
KHTRF,KHTRF,2025-08-07,2025-06-30,0.02,USD
KIDS,OrthoPediatrics Corp,2025-07-30,2025-06-30,-0.29,USD
KIERF,KIERF,2025-09-16,2025-06-30,,USD
KIGRY,KIGRY,2025-07-29,2025-06-30,,USD
KIKOF,KIKOF,2025-08-05,2025-06-30,17.5,USD
KIKOY,KIKOY,2025-08-03,2025-06-30,,USD
KIM,Kimco Realty Corporation,2025-07-31,2025-06-30,0.1714,USD
KIND,Nextdoor Holdings Inc - Class A,2025-08-12,2025-06-30,-0.0533,USD
KINS,Kingstone Cos. Inc,2025-08-07,2025-06-30,0.59,USD
KINUF,KINUF,2025-08-07,2025-06-30,,JPY
KIQSF,KIQSF,2025-08-07,2025-06-30,,USD
KIRK,Kirkland`s Inc,2025-09-04,2025-07-31,-0.73,USD
KIROY,KIROY,2025-07-29,2025-06-30,,USD
KISB,KISB,2025-07-16,2025-06-30,,USD
KITAF,KITAF,2025-07-15,2025-05-31,,USD
KKKUF,KKKUF,2025-08-06,2025-06-30,20.9,USD
KKOYF,KKOYF,2025-07-22,2025-06-30,0.32,USD
KKOYY,KKOYY,2025-07-22,2025-06-30,,USD
KKPCF,KKPCF,2025-08-07,2025-06-30,,USD
KKPNF,KKPNF,2025-07-23,2025-06-30,0.06,USD
KKPNY,KKPNY,2025-07-23,2025-06-30,0.0691,EUR
KKR,KKR & Co. Inc,2025-08-05,2025-06-30,1.15,USD
KKRDP,KKRDP,2025-07-29,2025-06-30,,USD
KLAC,KLA Corp,2025-07-22,2025-06-30,8.53,USD
KLBAY,KLBAY,2025-08-05,2025-06-30,0.1702,USD
KLDCF,KLDCF,2025-08-21,2025-06-30,,USD
KLG,WK Kellogg Company,2025-08-05,2025-06-30,0.31,USD
KLGDF,KLGDF,2025-07-17,2025-05-31,,CAD
KLIC,Kulicke & Soffa Industries Inc,2025-07-31,2025-06-30,0.054,USD
KLKBF,KLKBF,2025-08-22,2025-06-30,0.25,USD
KLKBY,KLKBY,2025-08-22,2025-06-30,,USD
KLKLF,KLKLF,2025-07-17,2025-06-30,,USD
KLKNF,KLKNF,2025-08-06,2025-06-30,,USD
KLNG,KLNG,2025-08-11,2025-06-30,0,USD
KLPEF,KLPEF,2025-07-30,2025-06-30,,USD
KLRGF,KLRGF,2025-08-05,2025-06-30,,USD
KLRS,Kalaris Therapeutics Inc,2025-08-07,2025-06-30,-1.15,USD
KLSVF,KLSVF,2025-07-14,2025-05-31,,USD
KLTHF,KLTHF,2025-08-22,2025-05-31,,USD
KLTR,Kaltura Inc,2025-08-06,2025-06-30,-0.0068,USD
KLXDF,KLXDF,2025-07-14,2025-06-30,,USD
KLXE,KLX Energy Services Holdings Inc,2025-08-06,2025-06-30,-0.42,USD
KLYCY,KLYCY,2025-08-25,2025-06-30,,USD
KMAAF,KMAAF,2025-08-12,2025-06-30,,USD
KMB,Kimberly-Clark Corp,2025-08-01,2025-06-30,1.66,USD
KMBIF,KMBIF,2025-07-23,2025-06-30,0.12,USD
KMDA,Kamada Ltd,2025-08-13,2025-06-30,0.0775,USD
KMDHF,KMDHF,2025-10-07,2025-08-31,,USD
KMDRF,KMDRF,2025-09-25,2025-07-31,,USD
KMERF,KMERF,2025-07-31,2025-06-30,21.79,CZK
KMGGF,KMGGF,2025-08-08,2025-06-30,,USD
KMGIF,KMGIF,2025-08-12,2025-06-30,,USD
KMGLF,KMGLF,2025-09-29,2025-06-30,,USD
KMI,Kinder Morgan Inc - Class P,2025-07-16,2025-06-30,0.28,USD
KMMPF,KMMPF,2025-08-06,2025-06-30,,USD
KMPR,Kemper Corporation,2025-08-11,2025-06-30,1.52,USD
KMRIF,KMRIF,2025-07-22,2025-06-30,,JPY
KMRPF,KMRPF,2025-08-20,2025-06-30,,USD
KMRSF,KMRSF,2025-07-18,2025-06-30,,USD
KMT,Kennametal Inc,2025-08-13,2025-06-30,0.39,USD
KMTS,Kestra Medical Technologies Ltd,2025-07-15,2025-04-30,-0.53,USD
KMTS,Kestra Medical Technologies Ltd,2025-10-01,2025-07-31,0,USD
KMTUF,KMTUF,2025-07-29,2025-06-30,98.78,JPY
KMTUY,KMTUY,2025-07-29,2025-06-30,0.7699,JPY
KMUXF,KMUXF,2025-08-12,2025-06-30,0.01,EUR
KMX,Carmax Inc,2025-09-25,2025-08-31,1.04,USD
KN,Knowles Corp,2025-07-24,2025-06-30,0.22,USD
KNBHF,KNBHF,2025-07-31,2025-06-30,0.91,USD
KNBIF,KNBIF,2025-09-04,2025-06-30,,USD
KNBWF,KNBWF,2025-08-07,2025-06-30,49.81,USD
KNBWY,KNBWY,2025-08-07,2025-06-30,0.3508,USD
KNCAF,KNCAF,2025-08-07,2025-06-30,6.1,JPY
KNCAY,KNCAY,2025-08-07,2025-06-30,,JPY
KNCRF,KNCRF,2025-07-24,2025-06-30,1.16,USD
KNCRY,KNCRY,2025-07-24,2025-06-30,,EUR
KNDGF,KNDGF,2025-07-22,2025-06-30,,USD
KNDYF,KNDYF,2025-09-02,2025-06-30,,USD
KNEOF,KNEOF,2025-07-29,2025-06-30,,USD
KNF,Knife River Corp,2025-08-06,2025-06-30,1.52,USD
KNFSF,KNFSF,2025-07-17,2025-06-30,,USD
KNGRF,KNGRF,2025-07-14,2025-06-30,,USD
KNKZF,KNKZF,2025-09-25,2025-06-30,,USD
KNNCF,KNNCF,2025-08-04,2025-06-30,,USD
KNNGF,KNNGF,2025-07-30,2025-06-30,0.64,EUR
KNOIF,KNOIF,2025-08-07,2025-06-30,,USD
KNOP,KNOT Offshore Partners LP,2025-08-28,2025-06-30,0.1733,USD
KNSA,Kiniksa Pharmaceuticals International plc. - Class A,2025-07-29,2025-06-30,0.1962,USD
KNSL,Kinsale Capital Group Inc,2025-07-23,2025-06-30,4.39,USD
KNTK,Kinetik Holdings Inc - Class A,2025-08-12,2025-06-30,0.3366,USD
KNTNF,KNTNF,2025-08-11,2025-06-30,0.2,USD
KNTTF,KNTTF,2025-10-09,2025-08-31,,USD
KNW,Know Labs Inc,2025-08-14,2025-06-30,-2.4,USD
KNX,Knight-Swift Transportation Holdings Inc - Class A,2025-07-22,2025-06-30,0.3297,USD
KNYJF,KNYJF,2025-07-18,2025-06-30,0.58,EUR
KNYJY,KNYJY,2025-07-18,2025-06-30,,EUR
KO,Coca-Cola Company,2025-07-21,2025-06-30,0.8348,USD
KOBNF,KOBNF,2025-09-11,2025-07-31,28.52,USD
KOD,Kodiak Sciences Inc,2025-08-12,2025-06-30,-1.04,USD
KODK,Eastman Kodak Company,2025-08-07,2025-06-30,,USD
KOF,Coca-Cola Femsa S.A.B. DE C.V.,2025-07-17,2025-06-30,31.68,USD
KOGMF,KOGMF,2025-07-14,2025-06-30,,USD
KOJAF,KOJAF,2025-08-21,2025-06-30,0.16,USD
KONMY,KONMY,2025-07-30,2025-06-30,,JPY
KOOYF,KOOYF,2025-08-28,2025-06-30,,USD
KOP,Koppers Holdings Inc,2025-07-31,2025-06-30,1.5,USD
KOPN,Kopin Corp,2025-08-07,2025-06-30,-0.01,USD
KOREF,KOREF,2025-07-14,2025-06-30,,USD
KOS,Kosmos Energy Ltd,2025-08-11,2025-06-30,-0.0538,USD
KOSS,Koss Corp,2025-08-28,2025-06-30,,USD
KOTMY,KOTMY,2025-07-28,2025-06-30,,JPY
KOYJF,KOYJF,2025-07-18,2025-06-30,0.4,USD
KPCPF,KPCPF,2025-07-21,2025-06-30,,THB
KPCPY,KPCPY,2025-07-21,2025-06-30,,USD
KPCUF,KPCUF,2025-07-21,2025-06-30,,THB
KPDCF,KPDCF,2025-07-25,2025-06-30,,USD
KPELF,KPELF,2025-07-31,2025-06-30,,USD
KPELY,KPELY,2025-07-29,2025-06-30,,USD
KPGHF,KPGHF,2025-08-18,2025-06-30,,USD
KPIFF,KPIFF,2025-07-14,2025-04-30,,USD
KPIFF,KPIFF,2025-09-29,2025-07-31,,CAD
KPLUF,KPLUF,2025-08-12,2025-06-30,0.01,USD
KPLUY,KPLUY,2025-08-12,2025-06-30,,USD
KPTCY,KPTCY,2025-08-08,2025-06-30,,USD
KPTSF,KPTSF,2025-08-13,2025-06-30,0.14,USD
KR,Kroger Company,2025-09-05,2025-07-31,0.9934,USD
KRC,Kilroy Realty Corp,2025-07-28,2025-06-30,0.32,USD
KRDXF,KRDXF,2025-07-31,2025-06-30,,USD
KREF,KKR Real Estate Finance Trust Inc,2025-07-21,2025-06-30,-0.1257,USD
KREF-PA,KREF-PA,2025-07-21,2025-06-30,,USD
KREVF,KREVF,2025-07-30,2025-06-30,,USD
KRG,Kite Realty Group Trust,2025-07-28,2025-06-30,0.0747,USD
KRKKF,KRKKF,2025-08-26,2025-06-30,,USD
KRKNF,KRKNF,2025-08-21,2025-06-30,0.01,USD
KRKR,36Kr Holdings Inc,2025-09-09,2025-06-30,0,USD
KRLTF,KRLTF,2025-08-14,2025-06-30,,USD
KRMCF,KRMCF,2025-09-23,2025-06-30,,USD
KRMD,KORU Medical Systems Inc,2025-08-06,2025-06-30,-0.022,USD
KRMMF,KRMMF,2025-07-29,2025-06-30,,USD
KRMN,Karman Holdings Inc,2025-08-14,2025-06-30,0.11,USD
KRNGF,KRNGF,2025-08-27,2025-06-30,,USD
KRNGY,KRNGY,2025-08-27,2025-06-30,,USD
KRNMF,KRNMF,2025-07-29,2025-06-30,,USD
KRNNF,KRNNF,2025-07-30,2025-06-30,2.36,USD
KRNT,Kornit Digital Ltd,2025-08-13,2025-06-30,0.02,USD
KRNTY,KRNTY,2025-07-30,2025-06-30,,USD
KRNY,Kearny Financial Corp,2025-07-31,2025-06-30,0.13,USD
KRO,Kronos Worldwide Inc,2025-07-30,2025-06-30,0.1846,USD
KRON,Kronos Bio Inc,2025-08-07,2025-06-30,-0.3,USD
KROS,Keros Therapeutics Inc,2025-07-31,2025-06-30,-1.13,USD
KRP,Kimbell Royalty Partners LP,2025-08-07,2025-06-30,0.1378,USD
KRRYF,KRRYF,2025-08-28,2025-06-30,,USD
KRT,Karat Packaging Inc,2025-08-07,2025-06-30,0.56,USD
KRYAF,KRYAF,2025-07-30,2025-06-30,,USD
KRYPF,KRYPF,2025-08-20,2025-06-30,,USD
KRYPY,KRYPY,2025-08-19,2025-06-30,,USD
KRYS,Krystal Biotech Inc,2025-08-11,2025-06-30,1.3,USD
KRYXF,KRYXF,2025-07-28,2025-05-31,,USD
KSANF,KSANF,2025-08-08,2025-06-30,44.33,USD
KSBI,KSBI,2025-07-21,2025-06-30,,USD
KSHDF,KSHDF,2025-10-08,2025-09-30,,USD
KSHOF,KSHOF,2025-08-07,2025-06-30,,USD
KSIOF,KSIOF,2025-08-12,2025-06-30,-0.03,USD
KSKGF,KSKGF,2025-07-29,2025-06-30,,USD
KSMRF,KSMRF,2025-07-14,2025-06-30,,USD
KSPHF,KSPHF,2025-07-28,2025-06-30,,JPY
KSPI,Kaspi.kz JSC,2025-08-04,2025-06-30,1459.9,USD
KSRBF,KSRBF,2025-07-23,2025-06-30,,USD
KSRYY,KSRYY,2025-08-05,2025-06-30,,USD
KSS,Kohl`s Corp,2025-08-20,2025-07-31,0.3059,USD
KSTBF,KSTBF,2025-08-28,2025-06-30,,USD
KSTOF,KSTOF,2025-09-23,2025-06-30,,USD
KT,KT Corporation,2025-08-06,2025-06-30,0.925,USD
KTB,Kontoor Brands Inc,2025-07-30,2025-06-30,0.867,USD
KTF,DWS Municipal Income Trust,2025-08-04,2025-05-31,,USD
KTF,DWS Municipal Income Trust,2025-09-19,2025-08-31,,USD
KTGDF,KTGDF,2025-08-19,2025-06-30,,USD
KTHN,KTHN,2025-07-21,2025-06-30,,USD
KTITF,KTITF,2025-08-06,2025-06-30,26.5,USD
KTOS,Kratos Defense & Security Solutions Inc,2025-07-31,2025-06-30,0.0949,USD
KTRIF,KTRIF,2025-08-28,2025-06-30,,USD
KTSUF,KTSUF,2025-08-07,2025-06-30,,USD
KTWIF,KTWIF,2025-08-06,2025-06-30,62.27,USD
KTWIY,KTWIY,2025-08-06,2025-06-30,,USD
KTYCF,KTYCF,2025-08-06,2025-06-30,0.03,USD
KUBTF,KUBTF,2025-08-05,2025-06-30,42.84,USD
KUBTY,KUBTY,2025-08-05,2025-06-30,1.59,USD
KUKYF,KUKYF,2025-07-30,2025-06-30,,USD
KULR,KULR Technology Group Inc,2025-08-18,2025-06-30,-0.02,USD
KUMBF,KUMBF,2025-07-29,2025-06-30,,USD
KUNUF,KUNUF,2025-08-25,2025-06-30,,USD
KURA,Kura Oncology Inc,2025-07-31,2025-06-30,-0.409,USD
KURRF,KURRF,2025-08-08,2025-06-30,37.53,USD
KURRY,KURRY,2025-08-06,2025-06-30,,USD
KVGOF,KVGOF,2025-09-15,2025-06-30,,USD
KVHI,KVH Industries Inc,2025-08-01,2025-06-30,-0.05,USD
KVLQF,KVLQF,2025-07-28,2025-06-30,,USD
KVUE,Kenvue Inc,2025-08-05,2025-06-30,0.28,USD
KVYO,Klaviyo Inc - Series A,2025-08-06,2025-06-30,0.13,USD
KW,Kennedy-Wilson Holdings Inc,2025-07-30,2025-06-30,-0.1089,USD
KWGPF,KWGPF,2025-08-26,2025-06-30,,USD
KWHIF,KWHIF,2025-08-06,2025-06-30,69.9,USD
KWHIY,KWHIY,2025-08-03,2025-06-30,0.2618,USD
KWR,Quaker Houghton,2025-08-05,2025-06-30,1.86,USD
KWTEF,KWTEF,2025-07-30,2025-06-30,0.4,USD
KXIN,Kaixin Holdings.,2025-10-09,2025-09-30,,USD
KXSCF,KXSCF,2025-07-30,2025-06-30,0.75,USD
KYCCF,KYCCF,2025-07-29,2025-06-30,439.95,JPY
KYDKF,KYDKF,2025-07-25,2025-06-30,70.56,USD
KYHHY,KYHHY,2025-08-04,2025-06-30,,USD
KYKOF,KYKOF,2025-07-31,2025-06-30,31.93,JPY
KYKOY,KYKOY,2025-07-30,2025-06-30,,JPY
KYMR,Kymera Therapeutics Inc,2025-08-01,2025-06-30,-0.7977,USD
KYOCF,KYOCF,2025-07-30,2025-06-30,15.53,JPY
KYOCY,KYOCY,2025-07-30,2025-06-30,0.1175,JPY
KYRNF,KYRNF,2025-07-31,2025-06-30,,USD
KYSEF,KYSEF,2025-07-31,2025-06-30,79.3,JPY
KYSEY,KYSEY,2025-07-29,2025-06-30,,JPY
KYTX,Kyverna Therapeutics Inc,2025-08-18,2025-06-30,-1.02,USD
KYYHF,KYYHF,2025-08-05,2025-06-30,92.31,USD
L,Loews Corp,2025-07-28,2025-06-30,,USD
LAB,Standard BioTools Inc,2025-07-29,2025-06-30,-0.0667,USD
LABFF,LABFF,2025-07-24,2025-06-30,,USD
LAD,Lithia Motors Inc - Class A,2025-07-29,2025-06-30,8.51,USD
LADR,Ladder Capital Corp - Class A,2025-07-23,2025-06-30,0.212,USD
LAES,SEALSQ Corp,2025-09-24,2025-06-30,,USD
LAKE,Lakeland Industries Inc,2025-09-04,2025-07-31,0.2925,USD
LAMR,Lamar Advertising Co - Class A,2025-07-31,2025-06-30,1.36,USD
LANC,LANC,2025-08-21,2025-06-30,1.34,USD
LAND,Gladstone Land Corp,2025-08-06,2025-06-30,-0.21,USD
LANDM,Gladstone Land Corp,2025-08-06,2025-06-30,,USD
LANDO,Gladstone Land Corp,2025-08-06,2025-06-30,,USD
LANDP,Gladstone Land Corp,2025-08-06,2025-06-30,,USD
LANV,Lanvin Group Holdings Ltd - Class A,2025-08-26,2025-06-30,,USD
LARK,Landmark Bancorp Inc,2025-08-04,2025-06-30,,USD
LASR,nLIGHT Inc,2025-07-31,2025-06-30,-0.0874,USD
LAUCF,LAUCF,2025-08-29,2025-07-31,,USD
LAUR,Laureate Education Inc,2025-07-30,2025-06-30,0.7221,USD
LAW,CS Disco Inc,2025-08-07,2025-06-30,-0.0719,USD
LAZ,Lazard Ltd - Class A,2025-07-23,2025-06-30,0.3543,USD
LBCMF,LBCMF,2025-08-28,2025-06-30,,USD
LBGUF,LBGUF,2025-08-28,2025-06-30,,USD
LBLCF,LBLCF,2025-07-24,2025-06-30,2.32,USD
LBNKF,LBNKF,2025-08-28,2025-06-30,,USD
LBRDA,Liberty Broadband Corp - Series A,2025-08-01,2025-06-30,1.46,USD
LBRDB,LBRDB,2025-08-07,2025-06-30,,USD
LBRDK,Liberty Broadband Corp - Series C,2025-08-01,2025-06-30,1.46,USD
LBRT,Liberty Energy Inc - Class A,2025-07-15,2025-06-30,0.1446,USD
LBTSF,LBTSF,2025-07-25,2025-06-30,0.06,USD
LBTYA,Liberty Global plc - Class A,2025-07-23,2025-06-30,,USD
LBTYB,Liberty Global plc - Class B,2025-08-01,2025-06-30,,USD
LBTYK,Liberty Global plc - Class C,2025-08-01,2025-06-30,,USD
LC,LendingClub Corp,2025-07-29,2025-06-30,0.1541,USD
LCHTF,LCHTF,2025-08-27,2025-06-30,,USD
LCID,Lucid Group Inc,2025-08-05,2025-06-30,-0.2155,USD
LCII,LCI Industries,2025-08-12,2025-06-30,2.28,USD
LCKYF,LCKYF,2025-08-28,2025-06-30,,CAD
LCMRF,LCMRF,2025-07-22,2025-06-30,,MXN
LCNB,LCNB Corp,2025-07-24,2025-06-30,0.39,USD
LCOMF,LCOMF,2025-08-13,2025-06-30,,USD
LCSHF,LCSHF,2025-08-06,2025-06-30,0.89,USD
LCTX,Lineage Cell Therapeutics Inc,2025-08-07,2025-06-30,-0.0271,USD
LCUT,Lifetime Brands Inc,2025-07-31,2025-06-30,-0.1229,USD
LDDFF,LDDFF,2025-08-14,2025-06-30,,USD
LDHOF,LDHOF,2025-08-11,2025-06-30,,USD
LDI,LoanDepot Inc - Class A,2025-08-12,2025-06-30,-0.0227,USD
LDNXF,LDNXF,2025-07-31,2025-06-30,,USD
LDOS,Leidos Holdings Inc,2025-07-28,2025-06-30,2.64,USD
LDSVF,LDSVF,2025-07-22,2025-06-30,,USD
LE,Lands` End Inc,2025-08-28,2025-07-31,-0.0233,USD
LEA,Lear Corp,2025-07-25,2025-06-30,3.12,USD
LEAI,LEAI,2025-07-14,2025-06-30,,USD
LEAT,LEAT,2025-08-07,2025-06-30,,USD
LECO,Lincoln Electric Holdings Inc,2025-07-29,2025-06-30,2.3,USD
LEE,Lee Enterprises Inc,2025-07-31,2025-06-30,-0.13,USD
LEFUF,LEFUF,2025-08-07,2025-06-30,0.46,USD
LEG,Leggett & Platt Inc,2025-07-30,2025-06-30,0.3025,USD
LEGH,Legacy Housing Corp,2025-08-06,2025-06-30,0.55,USD
LEGIF,LEGIF,2025-08-07,2025-06-30,1.34,EUR
LEGN,Legend Biotech Corp,2025-08-29,2025-06-30,-0.1118,USD
LEKOF,LEKOF,2025-09-29,2025-06-30,,USD
LEMIF,LEMIF,2025-09-19,2025-07-31,,USD
LEN,Lennar Corp - Class A,2025-09-17,2025-08-31,2.15,USD
LEN-B,Lennar Corp - Class B,2025-09-18,2025-08-31,2.16,USD
LEOPF,LEOPF,2025-08-08,2025-06-30,17.9,USD
LESL,Leslies Inc,2025-07-30,2025-06-30,0.3525,USD
LEU,Centrus Energy Corp - Class A,2025-08-05,2025-06-30,0.8447,USD
LEVI,Levi Strauss & Co. Cls A,2025-10-01,2025-08-31,0.3011,USD
LEXX,Lexaria Bioscience Corp,2025-07-18,2025-05-31,-0.1567,USD
LFABF,LFABF,2025-07-14,2025-06-30,2.71,USD
LFBCF,LFBCF,2025-08-20,2025-06-30,,USD
LFCBY,LFCBY,2025-07-14,2025-06-30,,SEK
LFCR,Lifecore Biomedical Inc,2025-08-25,2025-05-31,-0.035,USD
LFCR,Lifecore Biomedical Inc,2025-10-02,2025-08-31,-0.305,USD
LFDJF,LFDJF,2025-07-30,2025-06-30,,USD
LFLRF,LFLRF,2025-07-29,2025-06-30,,USD
LFMD,LifeMD Inc,2025-08-07,2025-06-30,-0.0214,USD
LFST,LifeStance Health Group Inc,2025-08-06,2025-06-30,-0.0283,USD
LFSWF,LFSWF,2025-07-30,2025-05-31,,CAD
LFT,Lument Finance Trust Inc,2025-08-11,2025-06-30,0.0767,USD
LFUS,Littelfuse Inc,2025-07-28,2025-06-30,2.29,USD
LFVN,Lifevantage Corporation,2025-08-14,2025-06-30,0.155,USD
LFWD,Rewalk Robotics Ltd,2025-08-06,2025-06-30,-0.2733,USD
LGCFF,LGCFF,2025-08-20,2025-06-30,-0.01,USD
LGCL,Lucas GC Ltd,2025-08-25,2025-06-30,,USD
LGCXF,LGCXF,2025-08-28,2025-06-30,,USD
LGCY,Legacy Education Inc,2025-09-29,2025-06-30,0.17,USD
LGDDF,LGDDF,2025-07-24,2025-06-30,,USD
LGDTF,LGDTF,2025-08-12,2025-06-30,-0.01,USD
LGF-A,LGF-A,2025-08-06,2025-06-30,,USD
LGF-B,LGF-B,2025-08-06,2025-06-30,,USD
LGFRY,LGFRY,2025-08-21,2025-06-30,,USD
LGGNF,LGGNF,2025-08-06,2025-06-30,,USD
LGGNY,LGGNY,2025-08-06,2025-06-30,,USD
LGIH,LGI Homes Inc,2025-08-05,2025-06-30,1.41,USD
LGIQ,LGIQ,2025-08-15,2025-06-30,0,USD
LGL,LGL Group Inc,2025-08-19,2025-06-30,0,USD
LGMMY,LGMMY,2025-08-07,2025-06-30,,EUR
LGND,Ligand Pharmaceuticals Inc - Class B,2025-08-11,2025-06-30,1.43,USD
LGNRF,LGNRF,2025-08-28,2025-06-30,,USD
LGO,Largo Inc,2025-08-06,2025-06-30,-0.07,USD
LGRDY,LGRDY,2025-07-31,2025-06-30,0.287,USD
LGRVF,LGRVF,2025-07-31,2025-06-30,1.31,USD
LH,Laboratory Corp Of America Holdings,2025-07-24,2025-06-30,4.18,USD
LHUAF,LHUAF,2025-08-26,2025-06-30,,USD
LHX,L3Harris Technologies Inc,2025-07-23,2025-06-30,2.48,USD
LI,Li Auto Inc,2025-09-02,2025-06-30,1.83,USD
LIF,Life360 Inc,2025-08-12,2025-06-30,0,USD
LIFFF,LIFFF,2025-07-25,2025-05-31,,USD
LIFZF,LIFZF,2025-08-06,2025-06-30,0.66,USD
LII,Lennox International Inc,2025-07-22,2025-06-30,6.85,USD
LILA,Liberty Latin America Ltd - Class A,2025-07-30,2025-06-30,0.0273,USD
LILAB,LILAB,2025-08-06,2025-06-30,,USD
LILAK,Liberty Latin America Ltd - Class C,2025-07-30,2025-06-30,0.0299,USD
LILIF,LILIF,2025-09-03,2025-06-30,,USD
LILM,LILM,2025-07-22,2025-06-30,-0.0979,USD
LILMF,LILMF,2025-09-29,2025-06-30,,USD
LIMAF,LIMAF,2025-08-13,2025-06-30,2.77,USD
LIN,Linde Plc.,2025-08-01,2025-06-30,4.03,USD
LINC,Lincoln Educational Services Corp,2025-08-11,2025-06-30,0.03,USD
LIND,Lindblad Expeditions Holdings Inc,2025-08-05,2025-06-30,-0.2792,USD
LINE,Lineage Inc,2025-08-06,2025-06-30,0,USD
LINIF,LINIF,2025-07-27,2025-06-30,,USD
LINK,Interlink Electronics,2025-08-07,2025-06-30,-0.06,USD
LINRF,LINRF,2025-09-30,2025-06-30,,USD
LIOPY,LIOPY,2025-08-05,2025-06-30,,USD
LIPO,Lipella Pharmaceuticals Inc,2025-09-03,2025-06-30,0,USD
LISMF,LISMF,2025-08-21,2025-06-30,,USD
LITE,Lumentum Holdings Inc,2025-08-13,2025-06-30,0.79,USD
LITOF,LITOF,2025-07-23,2025-06-30,-0.01,CAD
LITRF,LITRF,2025-08-07,2025-06-30,-0.03,USD
LIVE,Live Ventures Inc,2025-08-06,2025-06-30,,USD
LIVN,LivaNova PLC,2025-07-29,2025-06-30,0.868,USD
LJUIF,LJUIF,2025-08-27,2025-06-30,,USD
LKFN,Lakeland Financial Corp,2025-07-25,2025-06-30,0.936,USD
LKHLY,LKHLY,2025-08-27,2025-06-30,,USD
LKMNF,LKMNF,2025-07-14,2025-04-30,,CAD
LKNCY,LKNCY,2025-07-30,2025-06-30,,CNY
LKOLF,LKOLF,2025-07-29,2025-06-30,,AUD
LKQ,LKQ Corp,2025-07-23,2025-06-30,0.9229,USD
LLAZF,LLAZF,2025-08-20,2025-06-30,,USD
LLDTF,LLDTF,2025-07-24,2025-06-30,0.02,USD
LLESF,LLESF,2025-08-18,2025-06-30,,USD
LLESY,LLESY,2025-08-18,2025-06-30,0.3841,USD
LLKKF,LLKKF,2025-07-27,2025-06-30,,USD
LLY,Lilly(Eli) & Company,2025-08-07,2025-06-30,5.57,USD
LLYVA,Liberty Media Corp (New Liberty Live) Series A,2025-08-07,2025-06-30,0,USD
LLYVK,Liberty Media Corp (New Liberty Live) Series C,2025-08-07,2025-06-30,0,USD
LMAT,Lemaitre Vascular Inc,2025-07-30,2025-06-30,0.5667,USD
LMB,Limbach Holdings Inc,2025-08-12,2025-06-30,0.7725,USD
LMDCF,LMDCF,2025-08-28,2025-06-30,,USD
LMEFF,LMEFF,2025-08-27,2025-06-30,,USD
LMGDF,LMGDF,2025-08-28,2025-06-30,,USD
LMGHF,LMGHF,2025-08-20,2025-06-30,0.25,USD
LMGIF,LMGIF,2025-08-06,2025-06-30,0.22,USD
LMMFF,LMMFF,2025-07-22,2025-06-30,,USD
LMND,Lemonade Inc,2025-07-28,2025-06-30,-0.7578,USD
LMNR,Limoneira Company,2025-09-04,2025-07-31,0.325,USD
LMPMF,LMPMF,2025-07-30,2025-06-30,,USD
LMPMY,LMPMY,2025-07-30,2025-06-30,,USD
LMPX,LMPX,2025-08-15,2025-06-30,0,USD
LMRXF,LMRXF,2025-08-14,2025-06-30,,USD
LMSBF,LMSBF,2025-07-14,2025-06-30,,USD
LMSQF,LMSQF,2025-09-25,2025-07-31,,USD
LMT,Lockheed Martin Corp,2025-07-22,2025-06-30,6.5,USD
LNC,Lincoln National Corp,2025-07-31,2025-06-30,1.91,USD
LNC-PD,LNC-PD,2025-07-31,2025-06-30,,USD
LNCLF,LNCLF,2025-09-04,2025-06-30,,USD
LND,Brasilagro Companhia Brasileira De Propriedade Agricola,2025-09-25,2025-06-30,,BRL
LNDAF,LNDAF,2025-07-23,2025-06-30,,USD
LNDNF,LNDNF,2025-08-06,2025-06-30,-0.03,EUR
